osm_type,osm_id,key,value,name,lat,lon,addr:street,addr:housenumber,brand,operator,website,cuisine,opening_hours,description,barrio,comuna,ipcf_promedio_pesos,porc_hogares_bajo_lp,porc_poblacion_bajo_lp,tasa_actividad,tasa_empleo,tasa_desocupacion,tasa_desocupacion_varones,tasa_desocupacion_mujeres,tasa_subocupacion,porc_cuenta_propia,porc_asalariados_sin_jubilacion,poblacion,superficie_km2,densidad_hab_km2,porc_poblacion_ciudad,porc_superficie_ciudad,varones_cada_100_mujeres,edad_promedio_anios,porc_poblacion_0_14,porc_poblacion_15_64,porc_65mas,porc_nacidos_ciudad,tasa_fecundidad,tasa_mortalidad_infantil,tasa_natalidad,tasa_mortalidad,tasa_crecimiento_vegetativo,porc_mujeres_sin_hijos,porc_mujeres_1_2_hijos,porc_mujeres_mas_2_hijos,tamano_medio_hogar,porc_hogares_unipersonales,porc_poblacion_unida,porc_hogares_familiares,porc_hogares_no_familiares
node,479757410,amenity,bar,Utopia,-34.5886691,-58.4306045,Serrano,1590,,,,,,,Palermo,14.0,1028794.0,"11,9a",11.5,66.1,63.5,"4,0b", ---,"5,6b","5,4a",20.7,23.6,"227,315",15.9,"14,297",7.4,7.7,82.8,41.1,13.8,67.1,19.1,55.4,1.3,2.8,11.3,8.9,2.4,47.2,42.3,10.5,1.9,48.6,44.3,50.0,50.0
node,479757411,amenity,bar,Prólogo,-34.5887357,-58.4306292,Serrano,1580,,,,,,,Palermo,14.0,1028794.0,"11,9a",11.5,66.1,63.5,"4,0b", ---,"5,6b","5,4a",20.7,23.6,"227,315",15.9,"14,297",7.4,7.7,82.8,41.1,13.8,67.1,19.1,55.4,1.3,2.8,11.3,8.9,2.4,47.2,42.3,10.5,1.9,48.6,44.3,50.0,50.0
node,479757412,amenity,bar,Tazz,-34.5888504,-58.4306506,Serrano,1556,,,,,,,Palermo,14.0,1028794.0,"11,9a",11.5,66.1,63.5,"4,0b", ---,"5,6b","5,4a",20.7,23.6,"227,315",15.9,"14,297",7.4,7.7,82.8,41.1,13.8,67.1,19.1,55.4,1.3,2.8,11.3,8.9,2.4,47.2,42.3,10.5,1.9,48.6,44.3,50.0,50.0
node,573384983,amenity,restaurant,Los Inmortales,-34.5945045,-58.3884494,,,,,,pizza,,"Pizzería, Restaurant, Café",Recoleta,2.0,1046451.0,17.0,15.7,64.5,61.8,"4,2b", ---,"5,6b","6,5a",19.6,25.5,"149,345",6.3,"23,706",4.8,3.1,80.5,42.5,11.4,67.5,21.1,46.0,1.3,4.2,9.8,10.5,-0.7,50.4,37.0,12.6,1.8,54.2,44.9,45.6,54.4
node,573384990,amenity,restaurant,Los Inmortales,-34.5607476,-58.456803,Mendoza,2338,,,https://www.losinmortales.com/,pizza,,"Pizzería, Restaurant, Café",Belgrano,13.0,963308.0,"11,9a",11.1,65.6,62.4,"4,9a","4,0b","5,8b","5,4a",26.7,23.9,"236,723",15.0,"15,782",7.7,7.3,84.4,41.3,17.2,63.1,19.7,67.0,1.0,2.2,7.6,9.9,-2.3,37.4,47.7,14.9,2.1,41.6,51.9,57.3,42.7
node,573384999,amenity,restaurant,Los Inmortales,-34.6025402,-58.3773658,Lavalle,746,,,https://www.losinmortales.com/,pizza,,"Pizzería, Restaurant, Café",San Nicolas,1.0,694384.0,26.8,35.5,66.5,62.3,"6,2a","4,6b","8,1a","9,1a",23.9,32.8,"258,922",17.9,"14,465",8.4,8.7,101.2,37.8,18.2,66.9,14.9,47.4,1.1,5.6,8.1,7.2,0.9,37.3,40.6,22.1,2.6,24.4,53.1,73.2,26.8
node,573387904,amenity,restaurant,Antonino,-34.566771,-58.4343219,,,,,,italian,,,Palermo,14.0,1028794.0,"11,9a",11.5,66.1,63.5,"4,0b", ---,"5,6b","5,4a",20.7,23.6,"227,315",15.9,"14,297",7.4,7.7,82.8,41.1,13.8,67.1,19.1,55.4,1.3,2.8,11.3,8.9,2.4,47.2,42.3,10.5,1.9,48.6,44.3,50.0,50.0
node,573387910,amenity,restaurant,La Continental,-34.6049935,-58.3920593,,,,,,,,,San Nicolas,1.0,694384.0,26.8,35.5,66.5,62.3,"6,2a","4,6b","8,1a","9,1a",23.9,32.8,"258,922",17.9,"14,465",8.4,8.7,101.2,37.8,18.2,66.9,14.9,47.4,1.1,5.6,8.1,7.2,0.9,37.3,40.6,22.1,2.6,24.4,53.1,73.2,26.8
node,573387918,amenity,restaurant,La Continental,-34.6139666,-58.3918881,,,,,https://www.lacontinental.com/,pizza,Mo-Th 07:00-01:00; Fr 07:00-03:00; Sa 07:00-04:00; Su 07:00-01:00,"Pizzas, Empanadas, Tartas, Minutas, Pastas, Ensaladas, Sandwiches, Cafeteria y postres",Balvanera,3.0,685561.0,25.7,32.3,63.7,59.9,"5,9a","5,2b","6,8b","9,4a",19.8,26.9,"193,790",6.4,"30,280",6.3,3.1,90.1,39.2,17.4,65.8,16.8,50.5,1.1,8.2,7.7,9.7,-2.0,38.2,42.5,19.3,2.2,41.3,48.0,57.7,42.3
node,573401950,amenity,restaurant,La Quintana Parque Patricios,-34.6369592,-58.4054746,,,,,,pizza,,,Parque Patricios,4.0,573468.0,32.2,40.7,59.9,54.3,"9,3a","7,6a","11,3a","11,9a",21.1,32.5,"241,096",22.7,"10,621",7.8,11.0,92.7,35.0,24.3,62.3,13.4,64.3,1.3,5.7,8.5,8.3,0.2,29.5,41.5,29.0,2.6,31.3,43.1,68.3,31.7
node,615558789,amenity,nightclub,La Catedral,-34.6050078,-58.4213427,Sarmiento,4006,,,http://www.lacatedralclub.com,,,,Almagro,5.0,859444.0,"12,7a",13.7,68.1,64.4,"5,5a","4,5b","6,3b","5,6a",20.1,"16,7a","187,991",6.7,"28,058",6.1,3.3,85.8,40.3,17.2,64.7,18.1,57.7,0.9,4.2,6.2,9.8,-3.6,42.6,44.4,13.0,2.1,43.4,47.5,56.4,43.6
node,668291475,amenity,restaurant,Hard Rock Cafe,-34.5857632,-58.393157,,,Hard Rock Cafe,Hard Rock Café,,american,,,Recoleta,2.0,1046451.0,17.0,15.7,64.5,61.8,"4,2b", ---,"5,6b","6,5a",19.6,25.5,"149,345",6.3,"23,706",4.8,3.1,80.5,42.5,11.4,67.5,21.1,46.0,1.3,4.2,9.8,10.5,-0.7,50.4,37.0,12.6,1.8,54.2,44.9,45.6,54.4
node,668331794,amenity,cafe,Café La Biela,-34.5878729,-58.3908251,Avenida Presidente Quintana,596,,,http://www.labiela.com,ice_cream,"Mo-Su 00:00-02:00,07:00-24:00",,Recoleta,2.0,1046451.0,17.0,15.7,64.5,61.8,"4,2b", ---,"5,6b","6,5a",19.6,25.5,"149,345",6.3,"23,706",4.8,3.1,80.5,42.5,11.4,67.5,21.1,46.0,1.3,4.2,9.8,10.5,-0.7,50.4,37.0,12.6,1.8,54.2,44.9,45.6,54.4
node,669126570,amenity,theatre,Teatro Cervantes,-34.5989638,-58.3834186,Avenida Córdoba,1155,,,http://www.teatrocervantes.gov.ar/,,,,Retiro,1.0,694384.0,26.8,35.5,66.5,62.3,"6,2a","4,6b","8,1a","9,1a",23.9,32.8,"258,922",17.9,"14,465",8.4,8.7,101.2,37.8,18.2,66.9,14.9,47.4,1.1,5.6,8.1,7.2,0.9,37.3,40.6,22.1,2.6,24.4,53.1,73.2,26.8
node,672895173,amenity,restaurant,Solomia,-34.5505831,-58.4563155,,,,,,,"Tu-Su 12:00-16:00,20:00-24:00; Mo off",,Nuñez,13.0,963308.0,"11,9a",11.1,65.6,62.4,"4,9a","4,0b","5,8b","5,4a",26.7,23.9,"236,723",15.0,"15,782",7.7,7.3,84.4,41.3,17.2,63.1,19.7,67.0,1.0,2.2,7.6,9.9,-2.3,37.4,47.7,14.9,2.1,41.6,51.9,57.3,42.7
node,680013623,amenity,cinema,Hoyts Abasto,-34.6025628,-58.4105712,,,,Hoyts,,,,,Balvanera,3.0,685561.0,25.7,32.3,63.7,59.9,"5,9a","5,2b","6,8b","9,4a",19.8,26.9,"193,790",6.4,"30,280",6.3,3.1,90.1,39.2,17.4,65.8,16.8,50.5,1.1,8.2,7.7,9.7,-2.0,38.2,42.5,19.3,2.2,41.3,48.0,57.7,42.3
node,694078616,amenity,restaurant,Club Español,-34.6103651,-58.3804301,Bernardo de Irigoyen,172,,,http://www.clubespanolba.org,,,,Monserrat,1.0,694384.0,26.8,35.5,66.5,62.3,"6,2a","4,6b","8,1a","9,1a",23.9,32.8,"258,922",17.9,"14,465",8.4,8.7,101.2,37.8,18.2,66.9,14.9,47.4,1.1,5.6,8.1,7.2,0.9,37.3,40.6,22.1,2.6,24.4,53.1,73.2,26.8
node,724251828,amenity,restaurant,Banchero,-34.6040547,-58.3849795,Avenida Corrientes,1300,,,,pizza,,,San Nicolas,1.0,694384.0,26.8,35.5,66.5,62.3,"6,2a","4,6b","8,1a","9,1a",23.9,32.8,"258,922",17.9,"14,465",8.4,8.7,101.2,37.8,18.2,66.9,14.9,47.4,1.1,5.6,8.1,7.2,0.9,37.3,40.6,22.1,2.6,24.4,53.1,73.2,26.8
node,724259206,amenity,cafe,La Veneciana,-34.6207201,-58.3649969,Avenida Alicia Moreau de Justo,1896,,,,,,,Puerto Madero,1.0,694384.0,26.8,35.5,66.5,62.3,"6,2a","4,6b","8,1a","9,1a",23.9,32.8,"258,922",17.9,"14,465",8.4,8.7,101.2,37.8,18.2,66.9,14.9,47.4,1.1,5.6,8.1,7.2,0.9,37.3,40.6,22.1,2.6,24.4,53.1,73.2,26.8
node,724259211,amenity,bar,Aroma Freddo,-34.6029855,-58.3753399,,,,,,,,,San Nicolas,1.0,694384.0,26.8,35.5,66.5,62.3,"6,2a","4,6b","8,1a","9,1a",23.9,32.8,"258,922",17.9,"14,465",8.4,8.7,101.2,37.8,18.2,66.9,14.9,47.4,1.1,5.6,8.1,7.2,0.9,37.3,40.6,22.1,2.6,24.4,53.1,73.2,26.8
node,724573805,amenity,restaurant,El Cuartito,-34.5978238,-58.385465,Talcahuano,937,,,,pizza,Mo off; Tu-Su 12:30-01:00,"Histórica y tradicional pizzería, fundada en 1934.",Retiro,1.0,694384.0,26.8,35.5,66.5,62.3,"6,2a","4,6b","8,1a","9,1a",23.9,32.8,"258,922",17.9,"14,465",8.4,8.7,101.2,37.8,18.2,66.9,14.9,47.4,1.1,5.6,8.1,7.2,0.9,37.3,40.6,22.1,2.6,24.4,53.1,73.2,26.8
node,724607071,amenity,cafe,Tienda,-34.5919425,-58.3997708,,,,,,,,,Recoleta,2.0,1046451.0,17.0,15.7,64.5,61.8,"4,2b", ---,"5,6b","6,5a",19.6,25.5,"149,345",6.3,"23,706",4.8,3.1,80.5,42.5,11.4,67.5,21.1,46.0,1.3,4.2,9.8,10.5,-0.7,50.4,37.0,12.6,1.8,54.2,44.9,45.6,54.4
node,724681573,amenity,restaurant,Asia de Cuba,-34.6071676,-58.3640973,,,,,,,,,Puerto Madero,1.0,694384.0,26.8,35.5,66.5,62.3,"6,2a","4,6b","8,1a","9,1a",23.9,32.8,"258,922",17.9,"14,465",8.4,8.7,101.2,37.8,18.2,66.9,14.9,47.4,1.1,5.6,8.1,7.2,0.9,37.3,40.6,22.1,2.6,24.4,53.1,73.2,26.8
node,724684901,amenity,restaurant,Siga La Vaca,-34.6186412,-58.3651367,Avenida Alicia Moreau de Justo,1714,,,https://sigalavaca.com/,steak_house,,,Puerto Madero,1.0,694384.0,26.8,35.5,66.5,62.3,"6,2a","4,6b","8,1a","9,1a",23.9,32.8,"258,922",17.9,"14,465",8.4,8.7,101.2,37.8,18.2,66.9,14.9,47.4,1.1,5.6,8.1,7.2,0.9,37.3,40.6,22.1,2.6,24.4,53.1,73.2,26.8
node,724692747,amenity,restaurant,Puerto Madero Tango,-34.6237014,-58.3638004,,,,,,,,,Puerto Madero,1.0,694384.0,26.8,35.5,66.5,62.3,"6,2a","4,6b","8,1a","9,1a",23.9,32.8,"258,922",17.9,"14,465",8.4,8.7,101.2,37.8,18.2,66.9,14.9,47.4,1.1,5.6,8.1,7.2,0.9,37.3,40.6,22.1,2.6,24.4,53.1,73.2,26.8
node,724701138,amenity,restaurant,El Museo del Jamón,-34.6229088,-58.3646203,,,,,,,,,Puerto Madero,1.0,694384.0,26.8,35.5,66.5,62.3,"6,2a","4,6b","8,1a","9,1a",23.9,32.8,"258,922",17.9,"14,465",8.4,8.7,101.2,37.8,18.2,66.9,14.9,47.4,1.1,5.6,8.1,7.2,0.9,37.3,40.6,22.1,2.6,24.4,53.1,73.2,26.8
node,724705239,amenity,restaurant,Gourmet Porteño,-34.6213018,-58.3649101,,,,,http://www.gourmetporteno.com.ar,,,,Puerto Madero,1.0,694384.0,26.8,35.5,66.5,62.3,"6,2a","4,6b","8,1a","9,1a",23.9,32.8,"258,922",17.9,"14,465",8.4,8.7,101.2,37.8,18.2,66.9,14.9,47.4,1.1,5.6,8.1,7.2,0.9,37.3,40.6,22.1,2.6,24.4,53.1,73.2,26.8
node,724725245,amenity,restaurant,La Bistecca,-34.6205998,-58.3650008,Avenida Alicia Moreau de Justo,1890,,,,,,,Puerto Madero,1.0,694384.0,26.8,35.5,66.5,62.3,"6,2a","4,6b","8,1a","9,1a",23.9,32.8,"258,922",17.9,"14,465",8.4,8.7,101.2,37.8,18.2,66.9,14.9,47.4,1.1,5.6,8.1,7.2,0.9,37.3,40.6,22.1,2.6,24.4,53.1,73.2,26.8
node,724728452,amenity,restaurant,Estilo Campo,-34.62,-58.3650999,Avenida Alicia Moreau de Justo,1840,,,http://estilo-campo.com.ar/,steak_house,"Mo-Su 12:00-16:00,19:30-24:00",,Puerto Madero,1.0,694384.0,26.8,35.5,66.5,62.3,"6,2a","4,6b","8,1a","9,1a",23.9,32.8,"258,922",17.9,"14,465",8.4,8.7,101.2,37.8,18.2,66.9,14.9,47.4,1.1,5.6,8.1,7.2,0.9,37.3,40.6,22.1,2.6,24.4,53.1,73.2,26.8
node,738897128,amenity,pub,Untertürkheim,-34.6208304,-58.3785845,Humberto I,899,,,,german,,,Constitucion,1.0,694384.0,26.8,35.5,66.5,62.3,"6,2a","4,6b","8,1a","9,1a",23.9,32.8,"258,922",17.9,"14,465",8.4,8.7,101.2,37.8,18.2,66.9,14.9,47.4,1.1,5.6,8.1,7.2,0.9,37.3,40.6,22.1,2.6,24.4,53.1,73.2,26.8
node,738899036,amenity,restaurant,El Encuentro,-34.619794,-58.3786106,Carlos Calvo,900,,,,,,,Constitucion,1.0,694384.0,26.8,35.5,66.5,62.3,"6,2a","4,6b","8,1a","9,1a",23.9,32.8,"258,922",17.9,"14,465",8.4,8.7,101.2,37.8,18.2,66.9,14.9,47.4,1.1,5.6,8.1,7.2,0.9,37.3,40.6,22.1,2.6,24.4,53.1,73.2,26.8
node,767725549,amenity,theatre,Opera Allianz,-34.6037068,-58.378948,Avenida Corrientes,,,,,,,,San Nicolas,1.0,694384.0,26.8,35.5,66.5,62.3,"6,2a","4,6b","8,1a","9,1a",23.9,32.8,"258,922",17.9,"14,465",8.4,8.7,101.2,37.8,18.2,66.9,14.9,47.4,1.1,5.6,8.1,7.2,0.9,37.3,40.6,22.1,2.6,24.4,53.1,73.2,26.8
node,767725550,amenity,theatre,Tabaris,-34.6033691,-58.3786301,,,,,,,,,San Nicolas,1.0,694384.0,26.8,35.5,66.5,62.3,"6,2a","4,6b","8,1a","9,1a",23.9,32.8,"258,922",17.9,"14,465",8.4,8.7,101.2,37.8,18.2,66.9,14.9,47.4,1.1,5.6,8.1,7.2,0.9,37.3,40.6,22.1,2.6,24.4,53.1,73.2,26.8
node,790044352,amenity,cafe,La Molienda,-34.6036904,-58.3838451,,,,,,,,,San Nicolas,1.0,694384.0,26.8,35.5,66.5,62.3,"6,2a","4,6b","8,1a","9,1a",23.9,32.8,"258,922",17.9,"14,465",8.4,8.7,101.2,37.8,18.2,66.9,14.9,47.4,1.1,5.6,8.1,7.2,0.9,37.3,40.6,22.1,2.6,24.4,53.1,73.2,26.8
node,794146720,amenity,cafe,Tostado,-34.5415316,-58.4629118,Comodoro Martín Rivadavia,1560,,,www.tostadocafeclub.com,coffee_shop,,,Nuñez,13.0,963308.0,"11,9a",11.1,65.6,62.4,"4,9a","4,0b","5,8b","5,4a",26.7,23.9,"236,723",15.0,"15,782",7.7,7.3,84.4,41.3,17.2,63.1,19.7,67.0,1.0,2.2,7.6,9.9,-2.3,37.4,47.7,14.9,2.1,41.6,51.9,57.3,42.7
node,876502419,amenity,restaurant,Velvet,-34.5890486,-58.4155142,Jerónimo Salguero,1807,,,,,,,Palermo,14.0,1028794.0,"11,9a",11.5,66.1,63.5,"4,0b", ---,"5,6b","5,4a",20.7,23.6,"227,315",15.9,"14,297",7.4,7.7,82.8,41.1,13.8,67.1,19.1,55.4,1.3,2.8,11.3,8.9,2.4,47.2,42.3,10.5,1.9,48.6,44.3,50.0,50.0
node,876504525,amenity,restaurant,Accademia della Pizza,-34.5903702,-58.4109831,,,,,,pizza,,,Recoleta,2.0,1046451.0,17.0,15.7,64.5,61.8,"4,2b", ---,"5,6b","6,5a",19.6,25.5,"149,345",6.3,"23,706",4.8,3.1,80.5,42.5,11.4,67.5,21.1,46.0,1.3,4.2,9.8,10.5,-0.7,50.4,37.0,12.6,1.8,54.2,44.9,45.6,54.4
node,876504528,amenity,cafe,Tolón,-34.5892488,-58.4100666,Avenida Santa Fe,3200,,,,burger;coffee_shop,07:00-24:00,,Recoleta,2.0,1046451.0,17.0,15.7,64.5,61.8,"4,2b", ---,"5,6b","6,5a",19.6,25.5,"149,345",6.3,"23,706",4.8,3.1,80.5,42.5,11.4,67.5,21.1,46.0,1.3,4.2,9.8,10.5,-0.7,50.4,37.0,12.6,1.8,54.2,44.9,45.6,54.4
node,905690272,amenity,cafe,Café Martínez,-34.5807766,-58.4226197,Avenida Santa Fe,4298,Café Martínez,,https://www.cafemartinez.com/,coffee_shop,Mo-Su 08:00-22:00,,Palermo,14.0,1028794.0,"11,9a",11.5,66.1,63.5,"4,0b", ---,"5,6b","5,4a",20.7,23.6,"227,315",15.9,"14,297",7.4,7.7,82.8,41.1,13.8,67.1,19.1,55.4,1.3,2.8,11.3,8.9,2.4,47.2,42.3,10.5,1.9,48.6,44.3,50.0,50.0
node,915725319,amenity,cinema,Complejo Tita Merello,-34.6031168,-58.3795985,Suipacha,442,,,,,,,San Nicolas,1.0,694384.0,26.8,35.5,66.5,62.3,"6,2a","4,6b","8,1a","9,1a",23.9,32.8,"258,922",17.9,"14,465",8.4,8.7,101.2,37.8,18.2,66.9,14.9,47.4,1.1,5.6,8.1,7.2,0.9,37.3,40.6,22.1,2.6,24.4,53.1,73.2,26.8
node,915725327,amenity,bar,Revire,-34.6039235,-58.3825957,Avenida Corrientes,1124,,,,steak_house,Mo-Su 12:00-01:00,,San Nicolas,1.0,694384.0,26.8,35.5,66.5,62.3,"6,2a","4,6b","8,1a","9,1a",23.9,32.8,"258,922",17.9,"14,465",8.4,8.7,101.2,37.8,18.2,66.9,14.9,47.4,1.1,5.6,8.1,7.2,0.9,37.3,40.6,22.1,2.6,24.4,53.1,73.2,26.8
node,915725481,amenity,cafe,Havanna,-34.603727,-58.3793759,,,Havanna,,,,,,San Nicolas,1.0,694384.0,26.8,35.5,66.5,62.3,"6,2a","4,6b","8,1a","9,1a",23.9,32.8,"258,922",17.9,"14,465",8.4,8.7,101.2,37.8,18.2,66.9,14.9,47.4,1.1,5.6,8.1,7.2,0.9,37.3,40.6,22.1,2.6,24.4,53.1,73.2,26.8
node,917426262,amenity,restaurant,La Palita,-34.5988307,-58.3798997,,,,,,,,,Retiro,1.0,694384.0,26.8,35.5,66.5,62.3,"6,2a","4,6b","8,1a","9,1a",23.9,32.8,"258,922",17.9,"14,465",8.4,8.7,101.2,37.8,18.2,66.9,14.9,47.4,1.1,5.6,8.1,7.2,0.9,37.3,40.6,22.1,2.6,24.4,53.1,73.2,26.8
node,917426268,amenity,restaurant,Être,-34.599088,-58.3795873,,,,,,,,,San Nicolas,1.0,694384.0,26.8,35.5,66.5,62.3,"6,2a","4,6b","8,1a","9,1a",23.9,32.8,"258,922",17.9,"14,465",8.4,8.7,101.2,37.8,18.2,66.9,14.9,47.4,1.1,5.6,8.1,7.2,0.9,37.3,40.6,22.1,2.6,24.4,53.1,73.2,26.8
node,917426459,amenity,cafe,Café Havanna,-34.5988632,-58.3802608,Avenida Córdoba,,,Havanna,,,,,Retiro,1.0,694384.0,26.8,35.5,66.5,62.3,"6,2a","4,6b","8,1a","9,1a",23.9,32.8,"258,922",17.9,"14,465",8.4,8.7,101.2,37.8,18.2,66.9,14.9,47.4,1.1,5.6,8.1,7.2,0.9,37.3,40.6,22.1,2.6,24.4,53.1,73.2,26.8
node,1009517899,amenity,pub,El Holandés Cervecero,-34.569828,-58.4832754,,,,,,,,,Villa Urquiza,12.0,864081.0,"8,6a","8,4a",63.5,60.1,"5,4a", ---,"7,5b","6,2a","18,7a","21,4a","215,442",15.7,"13,722",7.0,7.6,88.4,40.2,18.4,63.5,18.1,65.5,1.0,5.6,6.8,9.4,-2.6,35.8,49.7,14.5,2.2,37.9,51.0,61.4,38.6
node,1009518240,amenity,bar,Herman,-34.5758162,-58.4886899,,,,,,,,,Villa Urquiza,12.0,864081.0,"8,6a","8,4a",63.5,60.1,"5,4a", ---,"7,5b","6,2a","18,7a","21,4a","215,442",15.7,"13,722",7.0,7.6,88.4,40.2,18.4,63.5,18.1,65.5,1.0,5.6,6.8,9.4,-2.6,35.8,49.7,14.5,2.2,37.9,51.0,61.4,38.6
node,1044039805,amenity,restaurant,La Casona de Flores,-34.6215787,-58.4576671,Avenida Avellaneda,1899,,,http://bloglacasonadeflores.blogspot.com/,,,,Flores,7.0,630368.0,22.8,29.0,61.4,57.6,"6,3a","5,0b","7,7b","12,3a",20.7,27.4,"242,828",12.4,"19,583",7.9,6.0,89.9,37.7,21.2,62.5,16.3,67.3,1.2,6.4,7.7,8.8,-1.2,33.0,51.1,15.9,2.5,30.0,49.4,69.8,30.2
node,1077657735,amenity,restaurant,Manzanitas,-34.5809353,-58.4744235,Avenida Triunvirato,3759,,,http://www.manzanitasgourmet.com.ar/,,,,Villa Ortuzar,15.0,836539.0,"13,4a",15.6,66.3,62.5,"5,7a","6,0b","5,4b","7,9a",21.4,26.4,"182,551",14.3,"12,766",5.9,6.9,88.0,39.8,16.4,66.5,17.1,68.8,1.0,5.4,7.2,9.7,-2.5,36.1,51.3,12.6,2.1,42.6,46.1,55.9,44.1
node,1077691486,amenity,restaurant,El Capricho,-34.5860717,-58.5015437,Avenida General Mosconi,,,,,,,,Villa Pueyrredon,12.0,864081.0,"8,6a","8,4a",63.5,60.1,"5,4a", ---,"7,5b","6,2a","18,7a","21,4a","215,442",15.7,"13,722",7.0,7.6,88.4,40.2,18.4,63.5,18.1,65.5,1.0,5.6,6.8,9.4,-2.6,35.8,49.7,14.5,2.2,37.9,51.0,61.4,38.6
node,1107970180,amenity,cafe,Café Martínez,-34.6033081,-58.3925363,Avenida Callao,498,Café Martínez,,https://www.cafemartinez.com/,coffee_shop,Mo-Fr 07:30-20:00; Sa 09:00-20:00,,Balvanera,3.0,685561.0,25.7,32.3,63.7,59.9,"5,9a","5,2b","6,8b","9,4a",19.8,26.9,"193,790",6.4,"30,280",6.3,3.1,90.1,39.2,17.4,65.8,16.8,50.5,1.1,8.2,7.7,9.7,-2.0,38.2,42.5,19.3,2.2,41.3,48.0,57.7,42.3
node,1107970184,amenity,cafe,Starbucks,-34.6007107,-58.392943,Avenida Callao,702,Starbucks,,https://www.starbucks.com.ar/,coffee_shop,Mo-Fr 07:00-22:00; Sa 08:00-22:00; Su 08:00-21:00,,Balvanera,3.0,685561.0,25.7,32.3,63.7,59.9,"5,9a","5,2b","6,8b","9,4a",19.8,26.9,"193,790",6.4,"30,280",6.3,3.1,90.1,39.2,17.4,65.8,16.8,50.5,1.1,8.2,7.7,9.7,-2.0,38.2,42.5,19.3,2.2,41.3,48.0,57.7,42.3
node,1108412198,amenity,restaurant,La Opera,-34.604282,-58.3921266,,,,,,,,,San Nicolas,1.0,694384.0,26.8,35.5,66.5,62.3,"6,2a","4,6b","8,1a","9,1a",23.9,32.8,"258,922",17.9,"14,465",8.4,8.7,101.2,37.8,18.2,66.9,14.9,47.4,1.1,5.6,8.1,7.2,0.9,37.3,40.6,22.1,2.6,24.4,53.1,73.2,26.8
node,1108412208,amenity,bar,Los Galgos,-34.6030051,-58.392251,,,,,,,,,San Nicolas,1.0,694384.0,26.8,35.5,66.5,62.3,"6,2a","4,6b","8,1a","9,1a",23.9,32.8,"258,922",17.9,"14,465",8.4,8.7,101.2,37.8,18.2,66.9,14.9,47.4,1.1,5.6,8.1,7.2,0.9,37.3,40.6,22.1,2.6,24.4,53.1,73.2,26.8
node,1108412218,amenity,restaurant,Nuevo Callao,-34.6018538,-58.3924252,,,,,,,,,San Nicolas,1.0,694384.0,26.8,35.5,66.5,62.3,"6,2a","4,6b","8,1a","9,1a",23.9,32.8,"258,922",17.9,"14,465",8.4,8.7,101.2,37.8,18.2,66.9,14.9,47.4,1.1,5.6,8.1,7.2,0.9,37.3,40.6,22.1,2.6,24.4,53.1,73.2,26.8
node,1108412279,amenity,restaurant,Tian Ying,-34.5995196,-58.3932787,,,,,,,,,Recoleta,2.0,1046451.0,17.0,15.7,64.5,61.8,"4,2b", ---,"5,6b","6,5a",19.6,25.5,"149,345",6.3,"23,706",4.8,3.1,80.5,42.5,11.4,67.5,21.1,46.0,1.3,4.2,9.8,10.5,-0.7,50.4,37.0,12.6,1.8,54.2,44.9,45.6,54.4
node,1108412282,amenity,cafe,Los Arcos,-34.5991995,-58.3931478,,,,,,,,,Recoleta,2.0,1046451.0,17.0,15.7,64.5,61.8,"4,2b", ---,"5,6b","6,5a",19.6,25.5,"149,345",6.3,"23,706",4.8,3.1,80.5,42.5,11.4,67.5,21.1,46.0,1.3,4.2,9.8,10.5,-0.7,50.4,37.0,12.6,1.8,54.2,44.9,45.6,54.4
node,1109141331,amenity,bar,San Salvador,-34.6016992,-58.3924261,,,,,,,,,San Nicolas,1.0,694384.0,26.8,35.5,66.5,62.3,"6,2a","4,6b","8,1a","9,1a",23.9,32.8,"258,922",17.9,"14,465",8.4,8.7,101.2,37.8,18.2,66.9,14.9,47.4,1.1,5.6,8.1,7.2,0.9,37.3,40.6,22.1,2.6,24.4,53.1,73.2,26.8
node,1109141340,amenity,bar,Notorious,-34.5977928,-58.393298,,,,,,,,,Recoleta,2.0,1046451.0,17.0,15.7,64.5,61.8,"4,2b", ---,"5,6b","6,5a",19.6,25.5,"149,345",6.3,"23,706",4.8,3.1,80.5,42.5,11.4,67.5,21.1,46.0,1.3,4.2,9.8,10.5,-0.7,50.4,37.0,12.6,1.8,54.2,44.9,45.6,54.4
node,1109818961,amenity,cafe,The Coffee Store,-34.6042479,-58.3936269,,,,,,,,,Balvanera,3.0,685561.0,25.7,32.3,63.7,59.9,"5,9a","5,2b","6,8b","9,4a",19.8,26.9,"193,790",6.4,"30,280",6.3,3.1,90.1,39.2,17.4,65.8,16.8,50.5,1.1,8.2,7.7,9.7,-2.0,38.2,42.5,19.3,2.2,41.3,48.0,57.7,42.3
node,1109818967,amenity,theatre,Teatro del Picadero,-34.6039917,-58.3934529,,,,,,,,,Balvanera,3.0,685561.0,25.7,32.3,63.7,59.9,"5,9a","5,2b","6,8b","9,4a",19.8,26.9,"193,790",6.4,"30,280",6.3,3.1,90.1,39.2,17.4,65.8,16.8,50.5,1.1,8.2,7.7,9.7,-2.0,38.2,42.5,19.3,2.2,41.3,48.0,57.7,42.3
